1.0,0.036023187954279605
2.0,0.06586123103785617
3.0,0.013612882880235615
4.0,0.08033384358319626
5.0,0.025319531334534764
6.0,0.02699735240981998
7.0,0.06524173745882549
8.0,0.030543237052110633
9.0,0.02112402318634568
10.0,0.02562286455315218
11.0,0.0702837964815254
12.0,0.023358185661507786
13.0,0.04400031349339792
14.0,0.022772126192013086
15.0,0.016129218646337713
16.0,0.02330301472499402
17.0,0.009017672918040554
18.0,0.07126262719079138
19.0,0.0513087773733419
20.0,0.03719235361357333
21.0,0.013984620156982005
22.0,0.026851670021790123
23.0,0.05228720232438703
24.0,0.02703696658241117
25.0,0.008362147489684467
26.0,0.0009464880068996912
27.0,0.029165564341069462
28.0,0.011889998942701816
29.0,0.026845326220899822
30.0,0.04332195789975976
