1.0,0.036519953266048864,0.03651990443544599,0.036519907533324736,0.018778113870049476,0.04021619388607657,0.06764360855555052,0.036520239661619616,0.0365199643957467,0.036604047999374494,0.036519916996870044
2.0,0.0647574481414144,0.0647573304529961,0.0647573379188461,0.11193225907731756,0.021962925376850895,0.0176205280203469,0.06475813870624768,0.0647574749676755,0.0649892185911903,0.06475736072626134
3.0,0.013834582227773205,0.01383465876435453,0.013834653908982529,0.0014241467090681825,0.0449566549604538,0.004507757866644441,0.013834133191159063,0.013834564782205598,0.013689405106069842,0.01383463907638737
4.0,0.07903197467068243,0.07903180347218215,0.07903181433263068,0.13310836263971187,0.02488298502265472,0.030799003293151835,0.07903297918014113,0.07903201369392904,0.07936547005543493,0.07903184751015271
5.0,0.025781988981898398,0.02578198204025468,0.02578198248067264,0.012497570821314268,0.008566874876825947,0.07085456412949581,0.025782029674330034,0.025781990563924974,0.025791943227638864,0.025781983826056235
6.0,0.027467768296127258,0.027467789503907276,0.02746778815862173,0.005850055316968011,0.0728730389298249,0.020624484643126818,0.027467643799238,0.02746776346157709,0.02742086320366046,0.02746778404884245
7.0,0.06443688595014437,0.06443668291128603,0.06443669579175017,0.09762724852493665,0.029042138534248273,0.03724949499477981,0.06443807719193931,0.06443693223049592,0.06482382401604786,0.0644367351400932
8.0,0.031214980563290307,0.031215050249347075,0.031215045828665338,0.00823813345404149,0.01428088873547312,0.09548184441482373,0.031214571648737147,0.03121496467873122,0.031076499101556836,0.03121503232391204
9.0,0.021521323012850712,0.02152156417979202,0.02152154888050464,0.0012914585107728894,0.010906579452117182,0.074168081283643,0.021519908096932956,0.021521268041823895,0.021064216419552244,0.02152150214296541
10.0,0.025855371040249098,0.0258552970858715,0.02585530177741802,0.017997264771109175,0.055723249112395255,0.008293958495004064,0.025855804936778106,0.025855387897301896,0.025996331372043824,0.025855316109557325
11.0,0.06914609332502891,0.06914595367259388,0.06914596253178483,0.11655380085905845,0.03231896555531416,0.015047443413082201,0.06914691276874375,0.06914612515783423,0.06942093934842902,0.06914598959571518
12.0,0.023876019611369165,0.023876219854436127,0.023876207151318968,0.002988277507149505,0.006501872385378998,0.0848891344314128,0.0238748447818996,0.023875973968349944,0.023495375788573025,0.02387616834476206
13.0,0.04325405634578286,0.04325400454406153,0.04325400783016562,0.07605044512727258,0.015644735626208776,0.008021370920531037,0.04325436034788511,0.04325406815392681,0.04336009327976265,0.043254017868934
14.0,0.02326219342255581,0.023262369842988188,0.023262358651170344,0.002364154990110328,0.010413951361370813,0.07939696531300326,0.023261158342290252,0.023262153209492868,0.022925132714421512,0.023262324461435398
15.0,0.016390762560374528,0.01639086159249675,0.016390855310093738,0.0013446438670158627,0.04037212609709365,0.020355507897499514,0.016390181506741028,0.016390739986971384,0.016199743837990315,0.016390836118039834
16.0,0.023711277875524985,0.023711341356939763,0.02371133732983573,0.0037091808968126175,0.07018280512111469,0.012551069688783213,0.023710905387711208,0.023711263405406774,0.023586752277084115,0.02371132502744661
