gerogeroR,IiyamaAkari,mjauemi,nippon_ukuraina,OKB1917,nvkePqkpk5P3Y50,Gurenko_Andrii,MichitoTsuruoka,Sz73B,ozawa_jimusho,jda1BekUDve1ccx,kamipapa_ro,FIFI_Egypt,KunisueNorito,yoniumuhibi,KanAugust,matsudaHI,KadotaRyusho,tezheya,rockfish31,iiduna_yutaka,Narodovlastiye,toshio_tamogami,naoyafujiwara,ichiroaisawa,kazzshi69,airi_deshi_555,rusbureau,mooncave3,soraplaza
1505773841788080135,1468221402486554625,1175635778329665542,1530716979136368640,1135946539828883456,1175927300325437441,146359628,1300546603,1255324015079698433,1528689480248741891,1518523640953769989,860812429,268575498,496487646,178158919,1116313209638506498,114851629,2922243163,884395744928514048,1538125435912851456,893854111946334210,1539840348335521792,1470698740332007424,1537298045532278784,579048483,515518037,1951346688,442552733,1253356297333817347,1537013540900716544
2532524460,805369670618353664,1507577006913122307,1445173961709408258,1361086649799614475,1093817479007068160,1534811905163808768,1257326285019156483,1521669490307923968,1539975272161628161,1539585621093916672,1486256141172559875,3068762220,812624223852072961,1471609347298017281,1471688698035339267,1505157718083977220,1267326109638590465,1538905423419699200,1427414467793494016,1149222841952268290,1138077540919046146,1032338088616316928,1221323444320530433,1474659526226100227,2323535792,1338409298263588869,2257299889,1503500549127565313,893704577005920257
1142218026252505088,1540072429673803776,1507338559807979521,1536497366089355265,395607781,1709356086,1137463583678160897,1485054910991273986,1371916746106445825,1522586863290044417,461886654,1135417715169013760,1540651330171449344,1329060148598370304,1515530704448557058,1384177666786422784,135061986,1539452734750920705,1486139411569917955,168062394,2301250668,1525003690997755904,3699680054,1535815702103597056,1222861787776684033,830127326,1202229724375703554,1443499365130113024,1496477709660475395,1290626815791206400
595450283,221627170,116781774,131140361,88589175,4680847010,112337905,1125207001573683201,814120286635163651,1539635123905507328,1266826450205724677,1255455264649744385,106867023,876975455835832320,1370709466564411393,1333763289528950784,325312172,1234671406408818699,925234947182411776,1507970850859159562,267564181,1174308653903409152,856631557,1443735168968056832,56730243,16659562,20377445,90980288,1525499831674089474,1529040578268495873
1172841926720012289,985839339903991808,1461548830592466945,159107037,92926650,1501404560270970881,2834781914,4122260179,1521070167144288256,231344526,363067898,116203753,1540541785193058305,398500330,1518076894742155264,1516691763737419779,1882536486,127475686,1532416999761903619,1527531961233084416,3177716443,82808366,1452092493080580097,1229978510405459969,1472426726261407746,252932948,310545304,12575722,958698410558701569,1497134264059457541
1527915154662379521,1142632043257331713,1083759597171531776,840561978963714048,756788023035990016,995402136,176049321,2314569042,838960713053814784,823885916661903360,1539759167929741312,316296477,907428875822546944,1490040269441585157,1261506640412413952,1154252684091723776,1138127567490375680,1540109497917530112,1138689832375312384,1282164883,63559052,4881732364,1535608749616144385,1466855243950755840,100897145,935309669215567873,1184699271053856768,247918432,112320788,766902558044540928
1485506513825574915,1539972715200729090,1361109013128040448,1284787772,68335932,760060357599633408,1480886498937679874,1166997901823729666,1022854786503200770,1539924311888510976,1524566402778103809,1619290008,250855691,1432770482055614467,959370246,1303998278,1484248337314463749,4192162814,1493831524680335363,1538150216301703168,1012917866948014086,191284870,783868204552564737,1170596159351447552,1471361596543074304,47089091,1391656307858362378,1263059822871629825,1532595715738042368,997713698465628165
106921154,3533153713,1149696723452755969,1538128500116561920,912214802,127764753,1450589860935442440,1355417422237327361,889719896904310785,1158627282384146433,486359792,4760085558,1502806451626328065,135907092,3224079392,1392247983803047940,1458006229096312833,1540420270883610624,1539826018999218176,2894810143,1453623294305832961,459105885,563577539,1331252280,1474590979139469315,14896328,1513783525572767745,920852063675805696,3880410793,299454708
204650716,1540063135801167872,1156043202673037312,1517103884741013504,770044848,1501838333705867273,1393258360502247425,863709335972593664,75004791,1505223860203167744,1501165193996701702,1079619339051982848,1456819020414726144,782499173463576577,156732673,1267607868502536192,1409929807589253121,1205833376206225411,787572567313752064,807990419887820800,865536644312477697,1180358040844849152,967779651710992384,1537265188483006465,1470275581476765696,2402923392,1237424595000373248,49247318,172227717,110881817
1470884656019308548,1409981143,1466379719105204224,143892086,801392044526555136,1008712356862439424,1431536782953353216,1716131995,1659443250,108207026,1539622449310240768,1556894330,1508380109744455686,268987452,1245980882751520769,158132716,1505720852561600513,265938701,1355432722190147584,1253584042777210880,1333794815062863876,1370392460677943300,1472918620028403713,1517904576598454274,371775536,234381717,1179629166125170688,539143347,1448096063420837896,1493085996438929409
2359745323,1182979244046991360,369978675,1066704943409594368,1499192247493214210,1362951445608210432,1031168286371721217,1238688805340639233,791562426181259264,1153277284310118401,709211545,898380234348609538,1373432121738420224,4726162676,1090581089595183104,1519595934895976449,5690322,1464633276102897668,1539846509545816064,735372625967472640,2246477119,1472825695307190277,1429830148308668420,1535088311739764736,1418005540190384128,74402477,1276786721661698048,1509559546213466117,1164509525686140929,1459811377288445953
1412648063001272320,3103314817,1318825968471998464,968111087710171136,1288233608906289153,1515149435818627077,1275405227265421313,823671718484983808,397139531,1484381236877430786,861409984055091201,1519356384206557184,1443329624860086272,58340914,1340117009816670209,1412663994872070147,979165043265646593,110446473,519346083,101201081,939083306,719367566,855590922603470848,1036256626297061376,1473358986858868737,200834702,1274256058534383618,342732560,1435903862343303173,1519147421179482112
1353089606074265600,78122679,1293489554649780225,1402910783395315712,73876852,1458296507510439936,1537440828511387653,1061238869578797059,2553428413,1539962651580968966,1173950453983268864,1229707931639136256,1540820243425431552,1472375725332496385,1512678450955382786,102887557,1322272058206806016,1528360632390516737,1237993460000387072,986954822631940096,884689741567803392,1539769318178955264,309553573,1524940276581945344,1375544168,446265061,1896651008,1350034622873157638,1288441164866019331,1523562796264587265
91261286,1510529243746562048,1463767459824087042,1506800942163050497,1507452744713793536,1403955260306067458,1537036435089661952,1236081559674875904,2349439106,920678275575189507,1520549901477679104,1309643459825819648,1523263135964340225,1166721359507943425,1500508075211452418,970926777198551041,1522830580290830336,1489169727351967744,1539835723276161024,1522492634580733952,64326215,943394960119758849,1459392923012059136,948065731068837893,1472348047824752643,2264046020,116127572,1427065818064375808,1287999220746575878,2801749945
1173668103336542208,1933769900,1505972004918538240,450522889,1533032353517674497,1414969868986699783,3268124510,336780094,1469828516393152514,1324283855734333441,1539368824192978944,1465260787178827776,1534436472991805440,996675190200258560,1235750341540343808,1530816051176361984,1522819444262813708,795950627062829057,269697292,1397123715012325377,1421624772991983617,723210865558745090,1185730233619505154,1084712628293853184,1409281100396982273,1101355838839517184,277747366,1475361255741624322,362331347,1370198076036587521
317475756,406783154,137199598,1474182061703704577,1400072891559866369,1473595626063818753,139344592,550770952,1327110609473716225,1113061121877921793,1539742618829340672,1537518933410201600,1329766237421797377,1467789321394868224,1519876834368028672,3235392727,2263772606,480968211,4267442772,200120498,892978382073348096,2864806513,1443499606151553026,1462706799686078471,121050258,201213534,2333740152,2859887112,949502800433635328,1126243079898447878
2741953070,1392496552808091648,87640971,1473562335461912577,543702490,267557651,1532936117493764097,1248964768498479104,903204508964085760,713894985817411584,1260768502153019395,220929840,1188893945092141057,324076018,1519336377791713280,238981529,2953846761,1467382445549187072,1153868414424764418,425920298,513195375,4853736198,1206377859477987329,1537265809382604800,1471808757336514561,60920545,522025811,1466039512686301186,2856380270,1256707157350703104
1270401179143385089,1270339754194690049,1397914615707697153,45054168,37911541,1349305211626561536,169260665,834136237397069824,1521252892564668417,1071770972464672768,1539742132692365312,1063001128491614208,1261804673645768704,1034783757880807424,130984885,1530813012839657473,1439466757727477766,1180131186057728000,15413724,107281404,1409944848333901826,250860604,199386746,1537261935023902722,1472516383934402568,2362607066,1306909622196813825,1625856354,346449947,1536727353598291968
440110759,145212297,113811191,109819316,899172546511126528,176798162,3236473105,248708069,1480882607043002370,1363015921166548995,776644220249440256,2517702001,1540612868386607104,1487047092895830025,1434500766685745155,1496592321688653824,157492551,1540340559155298304,201238724,1037464672385912833,1175975148920291329,2465868230,1101773878739689472,1505394025481719809,1471719090943569920,2788157736,3624012199,2669028325,1464426547679404032,1176254649118052353
3067975104,1474616225275981828,1343793387707584512,716911869206736901,837292023438684160,1364547615107416071,179064744,447955864,1106895294938013696,1162311567976755201,212442341,1159800787,1492837281430142977,195152307,1306209614363389957,1335259327767085056,1460788038452269056,529684462,1539759167929741312,1296415552550793218,970264249493725184,2348655714,1539544831919538177,1441413348910780422,429866528,1102542687390130176,306669834,1474380119859167232,1500695164553433090,1317817815634649088
1443859973553885193,1175554453652439040,1348266316021448704,192036389,1487691975281475592,361903020,1294193610854821893,1464103191348322310,1518872978427039744,1539559966973247491,300886644,450196793,1417123002144104456,833525454,2554371158,970650068117159936,3099678920,756347478316724224,2874742908,2299837021,1248157090633273346,1194899371462033408,1470720726202478593,3318658489,1403986887950274561,718048726078480384,1353881799781273600,752233592466468864,2950572536,1536842723839180800
3076628694,1345627997395513349,1481057706664665092,1342973901601525761,1300446892661243907,1519061346557784064,3055896924,1183402447215005696,1518764518801051648,1150234422244888576,701094843288686592,428667825,1286648931581976576,99528440,1149710990231003136,1049156727097065472,977408369894965248,1262398876432171008,1221411818876260352,1538094806521769984,1089491969481400320,145071180,1248790743608520705,111304173,1284473927775879178,1106372964541304832,774854533277102080,2840193138,1241634298718900224,1363117315861082115
70945647,1365962168869421059,855231320204509184,1426531536715739137,135730217,1455851856597454853,1384528315877183488,1441740642170720265,1510736573499076609,1283736746639802368,1534821985552699392,1081961383648849920,4746802638,94917551,1514198869785325571,1152458759676915712,127766198,1527533020105715712,1137367213176811520,2782020650,269217616,1193534220313989122,1537117087495499776,1255438881916420096,1446089202605518851,1113332742089977856,1490672275112148998,928747745162158080,835621300441767936,2913244837
1454170277194182697,793740594,1522742548925542400,374546700,977201048,1448096063420837896,1535868928198463488,831827728462516225,1514880854132244483,1045480571864997888,220542068,1424748656716963847,1244454286433472514,1322265793,1142403418905960450,1497145054275989506,3568986459,1437657491421085696,1326532420938592256,1337037179567046656,1459529198402674689,906223954821398528,900718565979897856,1436721535666978816,1447283747200507906,102710794,1244517975387811840,4331224173,1521266959052341248,1506969262124064768
915560198147776512,100948455,1480669454011084801,1538746768879677440,1440835028833890318,1475643426955997184,2528784793,1305406781422665728,2412009576,915859566650302464,733995245679968256,1328897784511045632,2810719062,898909963346599936,1072408787690999808,358355582,1511386663834079234,1029600136698023937,1399510200533413888,110403200,267200474,915225819647139842,1536701925483507715,1532867954987388928,1410516262078148615,43571669,1439738828026040329,1003560420467093505,1525125987758878721,1142001553
1534677868898242560,206977196,576236730,1492318206,710855589681696768,2405312594,1536241879112511489,1372422321479118855,1514315190820642825,1326750890590564352,367203647,1330018721033715712,1391489239653617664,10898602,1500305803970236422,1352104197538267136,130792001,1540389086514810880,1464370998862807043,1349137023764897793,1459036019031183360,2431894728,1226854842502533126,1464913603593924611,1471216126554218498,3116457168,1157479446988783621,2284796232,1531942560372903936,1047000039468490755
1529450424440598529,125668535,1287445250,1539282376848965632,916337058481766401,1414191199796142082,1536552236494749698,96665741,1077578036235534337,724098794,291473065,3244056170,1530710208342679552,137709217,2870062495,2160023750,920536657660542976,2980154448,2330578652,1538071144808321024,1404905746857267202,1051849321648336897,1498565214111137792,1527334433136979968,1471055056468586497,1104003409705787392,183815318,2271515966,1154189649721454592,3182209014
1135856433008787456,1243435064970448896,1245842533608861698,1132652135126949888,247263965,1492255280368959493,1537432873460199424,1525485044088770560,3344928079,4899762913,1446323041655345153,805783027926245376,3257333324,1484004744335339524,523022220,2465628613,1137414999775666176,1527540167610728448,1470281359021453313,1538070080357281792,1439523526612975621,1306930643805241346,138663713,1404348679062921219,1180109138216419330,544877497,1113419284640804864,1580335597,1289533856320651264,1528051152897687553
1504355738134917122,1050360543096102913,1430728937378697223,1539279607840374784,945311348996505601,1282399665288122369,1675959428,454540367,79179450,1457833745856462848,1141983086973816832,266070864,2371901706,263077314,1259281899874185216,1411541486701715463,474642186,579790122,4227240912,1478972999932219392,49617222,2834406300,1376644841493254146,1537054009500237825,1470507149956894720,1107789456319242240,1475346084772069380,1498671128277135364,956337278896369664,1019571407930286085
989437656068075520,108750548,1352986670010834944,704155328200376320,1189995580975538179,1519867141268606976,2674773728,219333939,2332409216,1088615968845193216,1536262721703817216,1307275482216366082,1129439714,1192566460503052288,951004266008690689,269365855,1146771364457508864,1539621457747406848,1539810897983483904,1213346890609090560,1392062160872755211,1300797524794466305,1246733320823517184,1217259999132442624,1471019900286423040,857598494,1436882617593327617,1498121118804508673,501455204,136469843
15448458,1503728571130716161,718371314034208770,336565161,1538446740550189058,1226846597712973827,1313902039852703744,125031215,1227436445197111296,1533029336269615105,1191326049356763136,1502449637818769409,4811414952,53440045,2845682967,1612220480,1506904464049205251,1540378163066585088,1162913911835746304,91479187,1458126048387035137,883243905692581888,1539544354280579072,1528962859618926592,1457326405638062081,1106200649660682247,309080107,781880578547122177,1486495516330315779,1212182515382812674
1389135868053450756,970953174,1156549273552482304,1501950913954848769,1306220912274882563,1452523625249079296,1491807540501381120,6059182,1170519474081914880,397532994,1123505620957589504,1126617936708300800,1312315347429588992,1299178488553857024,1253976094828462080,1654806782,1406120303831420930,1209883063322198017,1497151605246140418,1533434711343001600,2226417462,1408650335023890438,4036716325,1535843818096173058,1330712514,394053812,1527598878450626560,723983985324388352,109203655,3034841534
1385249557,1539995264681144321,1123352801176739840,1539283969450971136,1308271158572101633,1477125946788683779,723909447563636737,1013095922610212869,176112299,1364258806700544000,290850288,2189834587,785355312760958976,99495697,1404248564805431297,1497079688522461188,1219827867917250560,1540369988187332608,1472536111444799493,847804938063298561,4733046072,189116699,1018103262031982592,2996346042,1467812408060424192,2859302358,1322728719132225536,881123194400157696,1131958249274478592,1483801928064593921
1387744427641167874,1539993299502542848,1526175031276883968,1268147471101751297,4742255946,1515631568156454915,1242733787739381761,389448813,300896372,1502437825832419329,1085088473982283776,1527944988444610560,1432481209410482177,1526319801001312257,3405554472,1507528690317496320,107993052,920824734,3075855606,1488437292155162624,1214761223121584128,1532158019639070720,1469901114426654722,1057984002143862784,1373202458571239429,1109153619218067456,1478640486512754688,11428982,1430053910983573504,1536766250076225536
1538398839765614592,1383647071891165185,900874047923159041,1068574103332765696,367739423,1018646941515722752,1487382434358640643,1246669411102027776,1049289647967285248,1485884671300825089,1441643065442115587,757508412,1476928157710438402,995522409594732544,1447709915112304641,1104760805038284800,79271060,1485237695311847426,1490777830069706753,4114060334,107908259,45157625,1454790868418789391,1390905274903392259,1198483571213647873,1107823831312273409,1394206773536378880,1430431952746598406,1495906967076106240,1349883128983166976
2176225279,1392863345615638532,1448892685293535238,268520730,3325247714,108146344,1480875961021513730,2231633497,757974117236641792,1103452405293735936,1539146952885280768,2403310538,301855850,2379641328,772324660046209024,113029335,265636681,125282582,1156186392797433856,100640034,2839642544,915394104338423808,121037122,318898102,763221217675386884,829443292139966465,1474908524644028423,108147834,2348322853,2354828234
1462767555588681729,227923699,1056003699003162625,1513617724487909377,708190846785421313,1444845194864594944,1298176666410180608,892767985126981632,989400940007452673,1499593741363200008,246679806,90818226,2909200754,1351893096259174403,1318684492517625857,1127817603114647552,132157129,948911129216000000,768103723868368896,1496326376235753474,1232627896012820482,1330373391782531072,116727349,1536201201012084736,1212355970027802626,1100497561238986752,56931127,1197492657292922881,368843997,1508569612702478336
967593126247346176,1515933857463242754,1240107769924964353,1484217386962407425,239187748,3281404399,1532416999761903619,1366607372,852483726533468160,1421277683762163720,1539609032943861761,1054341610484379649,4696531574,1139093639869501440,1181763127240613888,778924090572668928,148298045,1116820054476120064,279320973,1481924887220396032,1120406803756408832,1136282434209603585,1408330932470251530,1531990670872743936,1406489651704045571,731248703957307392,4320983172,828145618006597632,1394576256415322114,1187102619266772992
1331084382883352576,1497057554404634632,842706471544483840,1530986466645577728,1519887700379070464,1476144224022110209,1426804966346297346,78571222,110166869,1539577742039339010,1468098176175730691,1490611818406236160,1540752725691904000,1516131708114210816,3017799508,4432781353,625497716,1512433631733886977,1419993257489043461,1086252648301395973,1080493808666607623,1483257102621896706,1520623916527480833,1536796125935435778,1249869561865760770,1107122371117219842,1082181912498565120,137697011,1260541210613055489,900545001305681920
1363750299509264385,1650449150,434557163,1497540813277958148,3282065114,1334134503380459520,907626697,1305895368429715457,1135386609275113472,1450178909429854211,541155826,1198146386363133952,1540742133409525760,1088450493301411840,1354699308877004806,1530629072404897792,977149208,1540361962852212736,1539673116825518080,729841320,1040698585,1520973536214405120,324326889,4695748795,1425791398360481797,1095168492528033792,141317139,1468403282439983106,136470105,117361531
992195106437455872,1539917082204184582,1297382917824421888,1118617874598256640,1051840393455661056,1518678382862815232,1534018497495597056,1244178935392268288,1371639440595058692,1463025462175690756,1539690598651039744,826912232193691649,1540743240688603136,1522568006382940161,912681684620869632,1530421510594211840,1514161714144870401,1042017429788880896,1158613698530795521,1336239473747587073,1191656262162739200,1242725956478889984,1160742179863535618,1534428689269936128,1437062301643804676,1081748479095914497,3235930957,1383805085361197074,1342503787424956416,3188254537
57400221,2957276298,1337239149795930113,1470911801651269632,88158013,1519244031938957312,1270932682436829192,4019866399,905326919335292928,1202498146749693957,1265402248995061760,1263547019139801088,1385447994519023621,1503353680308813830,879895245592313856,1174862369681358849,3238138492,1540349370725715968,1539622449310240768,2952428863,189796512,1538790805007400960,1530227469856681984,1468709718927749121,4910029250,903546841383370752,1528180195773284359,732534958393167872,1527621165552136192,1354545096415301634
986768732050477056,43068613,1481572177950363648,1539271854925705216,1472179020502794243,1519201872304766976,382608860,1446644114888400896,1453965360944668680,1539908909041090561,1363986634434179078,1535860633144393728,307351571,1515595917940117505,85463653,1411175415746469892,2176079477,1535651855292051456,16505864,1062818592,800357486024761344,1322553821130747906,1211060826334871552,1537120207616897024,1460417267255345152,918073972498956288,2545577558,1429367448269070343,1394802391174696961,1091943504081637377
1382267729801977856,1507248825961889792,1028712909960970240,1538833333236678656,253446799,1518542645592682496,1367766065107726336,1441596017862873091,1497433225580318725,916533306652422145,1405003807,279111847,1516046541068574724,1471400391921512449,1519278658090790913,1507098043577171968,1424568645573697537,202958552,1231118371954946053,925137062633734144,1439932155497439235,1539787647069016065,1527136431293968386,1488492962208268294,1249286378350731264,4212403632,744794996922945536,176050410,1532367130825748480,1512363305247326208
1538523442743431168,1214036013623828480,1067204763475791872,1516927298318086147,1252892833255587843,817368345452232709,1335362067159605249,1280026962170310658,818041907406204928,1331424106575589377,1241829775959658497,800309452008144896,1540730602349109248,1443497934947950597,1094614548995137537,264627694,735071999303651328,1366617234064306181,1539750174217871362,1264081638608130048,1079250848608268289,226007973,1121215885568425984,1537117087495499776,1353985212883951617,990873565439311872,1535259526274121728,1246900568498585600,854890489069191172,1536001144031367168
1088592671952723968,914523839400255488,1383696388567953409,1539258885571497984,1089343816908169218,1343536244660207617,1528013901740138496,59436269,999859452432957440,509677000,1392113250150535172,1509874032702681090,416372757,842387413628473344,1519106471102844928,760635365107441664,1517801811477876737,1540351043082432517,1178203022716882945,905217917670670336,70419467,1515363237017321481,142455686,572718724,1317519083999432705,1086270805611143170,107355998,265190340,1103562541551083520,1293105144964366336
947532483544752128,1293371691674951682,934390307680018434,732709631240196096,1256913518,1516390067539169286,1479857851342659584,1496191150918889472,8502212,1466180358525927429,1519119698369314816,3250071092,1457101596060700672,880700628045099008,310061700,1469941770717118467,1196319436635947008,1186804564579602432,1477174851978686468,1535608749616144385,865037852471566336,188142045,1377305277951700994,245601724,1393722564128624641,1104418635785764864,148578282,1373710891514875905,1532194743483916294,1527571194672582656
1473301059678666753,1529791240937426944,1261090326040592384,4085845992,89655111,1352773242151333891,1535059815399292928,1521812359748104194,115031450,1015825085012180993,1539673116825518080,1208471427252285440,1506259441909329928,1325032829630099459,1519109554507714567,873877760086757376,1509579787852926976,3313287224,1026613050,1440353179355389960,1181516189916258304,1361701803818033158,1539163261257412608,1125404610875674625,1251873263724015616,23781869,2541667549,1483077848424681475,882778760310697984,1219974145351356416
1536203819385622528,949830440508014592,1418461618434764808,1533100217775493120,1393572666305519622,1229266562386821120,1537394105235701760,1515873535180238848,1472464508103032836,1197521799740841984,1538414163910791168,1266581984857317376,830196108441722880,1494249233821892609,1427203940,155609284,1495788018258833408,1388683985295863810,1539742618829340672,1886205138,1270328491708280832,1123794827919986688,1048189107111751680,1148175791588462592,1345651576774410241,1104273417778323456,592742422,163047255,1328342633542873095,1502142843602669577
1239466797725650945,621500175,1108346321117671424,1183197396378849280,222873656,1083813036056408064,1325160939033747456,1327748793790459905,1434391305463861250,2563286209,1534826405967831040,1528182281319649282,4666825754,161971283,1403624972828889090,1192022273537929216,719222253746053120,1158281005490249728,1189899934234890241,115604639,1029811333,1539573223234211840,992368211281641472,1666684447,196929797,1055523299399208960,95846217,1434850044276920330,1041642929754845184,1122042948856582144
1496503446974828545,62001995,1477272028248162304,1269322267835523074,1350265126700478464,1905610879,1515491254020161545,176553840,14540131,1254276479925411840,1023200632511946752,1268373991862833153,1540710750918148097,154921715,1240241766135021569,1207521504235118592,1498041842230861826,1540340717523914752,1465256933775265794,1468079565621071872,178015155,896665151318786050,1246913144020062209,817324561,1461509377702207493,984640903951216640,226286814,1188011313835831296,1525696962829307904,747000394048380932
1367421738431082498,1539976257567600640,113323315,232232308,472077417,960162778387398656,1520308126960218113,1533417441434697728,3262896050,1539176121492574208,729830308300759040,911889346109743104,979877599454281728,1001960504,4702240992,2723796452,1323940296,1540334841392427010,936123223271342080,1537985368188141569,5926072,1539392795437191168,1390781038218022914,3018999132,1211929228465147905,1064097296051097600,285991712,116216405,849221473302491136,1509874032702681090
1528171322496663552,3189757213,720593246259269632,1132906723805548544,1378213869965897728,1518943011799207936,1537055444669059072,3963032773,4212338538,1344433920943607808,1394629030658248709,399194101,1540698104923426822,1479378927147950083,1348853647443070976,1328372091851194369,1396024001365823491,1510191045086265346,733995245679968256,1494149986829107204,2580889266,110527046,1139792629837680641,721562952,1180646153689296897,181407902,1271375319681789952,188749999,1242659472759083010,1242673941262372864
823179679368548352,383230371,1268170562855026688,1531618993051533312,136652994,1518009656139870208,903215000,1106541743967617024,1011244123,1377139274273812484,1518400010362421248,3969913033,1538966071490752512,101587014,1462633560213499911,1332626393000075266,1513514542495588352,725931877291331585,1388375421117337603,1480164395129118721,76633950,1055759611783917568,1521750014623883264,1125371629754654720,1214707568645296133,962149146726723584,1335374236668465152,1500494105285398530,1239188085868359688,1533844867641909248
1368568514802450435,922000497816485889,1197792634279886848,1252980315364061187,2179416776,1377907796054736896,43175837,1530502247964377088,1402705240063840258,1489913185096577026,1244220099520655363,981879705866399745,712094957733982208,115455624,88372742,1119789232141131776,998260096994918400,2886383059,1473705112430592000,1537418041260392448,1447900150614032390,517269723,1525965130370285568,1526402154671403009,893098621574324224,815384093076525056,1419166384047620101,88493927,980478874852016128,918459561903759363
1537650866152669184,1498521823759466497,1429814464241704960,1142018703556395008,1477481132078022658,1517109239323688960,834833460,1365482542057488388,94778635,1529083971555819520,1539641598065410048,254966907,1539560250797203456,470146736,1417421986955808770,764277136790200320,70063219,1048454100411531264,2793430407,1531630064856895489,1443691237081423873,2594934547,2393270974,1519150725208567808,1469899640724422657,2967690452,172254503,125396410,1412103699581706240,874864372656599040
1538530490579226624,226160695,4337084412,1531562390042464256,847079194869719040,1518137839875207169,1503496538537934848,1464887375029751811,907629825367580674,1383705506431205379,134207073,1273359986530217985,1178764459,706065548103159809,1297463029001416704,737625453968510976,1250617752231919618,37091434,1539710600565358592,118849901,1427458109102989349,1134774060389347328,1525150500772978690,1537042344725585925,1269541895346089984,113581176,862555550613086208,33464495,1440608480134529025,1298849555216101384
1363184480484171776,1539826018999218176,101152560,1336163215,888302037410078720,786113856418578432,1537102709861793792,1505091660010889218,1510604786827431942,1328674106720456704,188726761,1537102709861793792,922000497816485889,1511713544454098944,1150374267365679106,1528833576329830400,989101716808257536,1540331042040848385,1302779592394981377,1004760753327312896,129353987,1075320988445724680,121017518,1196777479488172034,1491754494,217764942,304278655,1508042325045710850,1212315444188569602,1394478253520261125
1426104105907277828,2821849435,797405599063359490,1520526962699108352,142346895,1451751789233983489,1537040040894689280,1531776006096568320,1519591006995648513,1496450735550386176,1218093631174692869,1446831861242630148,1514757536880427008,2608623726,917027661871849473,1356975087090421761,1448841806678921225,1515321935399649281,983567917,1537790661193236481,4455130939,1522284439698481152,771724640033136641,1530514021178540033,1468888259980034050,118011314,1095481824317366272,1497916328585605125,993236295190241280,962901733121835008
1388095299449606147,273706000,1523458963311800320,1538491701827751936,2179273056,1514022582642946049,1364116044630036483,1534281191402401792,1025764135789723648,1108556404300738560,3041163727,928640011703951361,1539282376848965632,450735802,1152930939304988673,1142289853201039360,2869786423,1540324858735001601,3010081118,1535786825595637761,135767597,1513790586,2879774408,334440215,1458977276121718786,1088204503034286082,775818629707247616,1386259230978568199,1523995355531993089,1472375725332496385
1519850890995191808,1539857757704429568,796576803548635136,885670320077549569,1538413803209396225,1456780710359232512,1529672520508776448,1497590982426071040,1381580603301134339,1291956400747233280,1333722957605076995,1531574609921060864,1532209451276464128,1466068356545781760,1325253174345625600,609848760,1007994165026697217,1410414696302215171,1471904717513330688,1075315683980800000,137366993,823165615825305600,1086226961150558208,885839979791896577,810405354748030977,2240126898,1230644617382678528,1485828892263084032,3221733230,1531629103756898304
345953475,95906101,1503025500536590338,1539234056352989184,2571216098,1266352142232678400,3976402394,2564356429,1516344396425613315,1532451198099689472,1049633604710490121,4289106150,1422276272814641159,1260697285861597185,883348256326959104,264700210,1432769104289665024,1497361490667786240,1402706800093270017,1536974031001243648,1407402073570779139,246159073,1539187721985732608,937739259527684096,1223943787828793344,126559909,298897450,4849315666,1459541330808680448,1523912335622307841
1220960653642350592,812674728104062977,1189901399644987393,1424268948439146497,1483364805222481925,1499650320749981698,1537272122938359808,1356900224606773251,1479337890836787201,1167406943981334530,92131242,77171124,1467653933388951552,2256144804,1208256338943283200,1500478366952013836,278593656,1431138038768279554,329622897,1036482071001104384,962130771879149570,760232989938757632,1539512787655073799,264792689,1246993201333817345,3283824944,1181824449609232385,1437625913710190594,273366734,1535276758743646209
1520665643590496257,841351440,1445415671802646529,1968959215,131346424,1446729688500432900,199386746,137175644,1458336140784996352,1538510070124019712,906389891411361792,1427570905018818562,1539678607286874112,951013850966474753,1514942868204314634,1477242068284354560,957572835249078272,1248934199978942464,1509787958165274624,1394781524789104646,111894849,1273145786470223872,733207915008425984,1463110091163385860,1469634866887426052,3052715131,1052246342066626561,1217411527558324230,1442715017804058625,1432655185763979268
113255646,1539966073617158149,1325568019662188544,1367309945922719747,3184823310,1401904507596918784,1213019809463455749,775321640330682368,1384689393638666243,747328645073510403,1470353671741673473,2853248420,1256828792728719363,897550491244257285,875636394424549376,1473795933154713601,3176081006,1532527785482534912,962074340152889344,2599187582,1442294458486177792,980060482496184321,1207585110431694848,1321036917115215873,1043831809442689025,83360115,1519570322890305536,1453338308394713088,1528946371201744896,928872670275371008
99262467,1438805207153090568,1052764718425731079,1351403176889511936,1235549480415457280,970538404273270784,1537335320751968256,588087242,711391570948280321,2811703292,3081442159,1517633168891072512,872693181338472449,94680744,2613397232,1004884310938157056,1385854061488996352,1500904744629379074,1538414163910791168,113376691,1443194805505327112,1152531333941325826,158982704,1537027696014036992,1297177786088472577,122077355,2893993244,1447436268032331785,1109385819486183424,1534217886734045184
1331019391320817664,1424952366533550080,1422375166693150722,1164051791148830720,1449521082986156032,1508785047595204613,1537265151669587969,1524040622755422211,1358490952051032065,1179190145326518277,476750714,1376099842624159748,1540668476473622528,1401827062583742465,4733678342,1518353853753999360,764832814457950208,1540252313918398465,112132798,233908699,109541125,463879489,1527222958120239108,3224641591,1089883799284940801,134088703,197840262,615000777,993844672396017665,561686590
