gerogeroR,IiyamaAkari,mjauemi,nippon_ukuraina,OKB1917,nvkePqkpk5P3Y50,Gurenko_Andrii,MichitoTsuruoka,Sz73B,ozawa_jimusho,jda1BekUDve1ccx,kamipapa_ro,FIFI_Egypt,KunisueNorito,yoniumuhibi,KanAugust,matsudaHI,KadotaRyusho,tezheya,rockfish31,iiduna_yutaka,Narodovlastiye,toshio_tamogami,naoyafujiwara,ichiroaisawa,kazzshi69,airi_deshi_555,rusbureau,mooncave3,soraplaza
950663071223095296,3283034958,1059859237654933505,1336970653891584001,66420992,1165809901102235649,204649278,931429684411219969,1048472194794147841,122219842,78836527,53321319,263569745,114721016,1424392860023943173,1377586489945559041,1453322256453488643,1536826704781488128,1510653873056145412,1533503320421470209,50164925,1487019329359007744,1533717284010991617,1518528458480963585,1331916682449747973,144468693,711920138581200896,0,784316678456811520,1521627870078320640
189474552,59322274,494798858,1385602371707805707,517905101,3222122564,1501527939300864002,1488419655249137665,61395628,753606810242650112,1475429241852694529,881152671025053698,3300248743,2890759224,4486661725,1498986327525625856,2195598392,1476044112986255362,1188012805011562496,1253163007695187970,59643028,1317623017120280576,1520756475622465536,1964864209,1318857723279147010,71526208,1332491214046720001,0,500261098,1022781648599834625
215259659,1221068032262332416,1293564214473236482,391795380,108938377,1459294137292042240,3286299200,1358230841038573569,16704021,15105401,59671161,1216952305204916224,804891040473722880,990646625822388224,1082450115766317057,1504597876776730624,85217708,1537391839875301377,1373612782818533376,1399830658776649728,117050967,1535016890384683009,1403885574558158850,1085857521397489664,87116763,3036575010,1521803155716988930,0,1411656647663972352,1494930798549815299
1357312950722195458,3028532676,1266280592607338498,911234002924818432,141855502,1318753067383189505,1506099617934745603,265192367,101189936,1905610879,2840032273,3116673356,1111114913122914305,46607155,1448132607674257412,1506734470119845889,1025243872958529537,1537385355628130304,1280688572614361089,133961070,266845111,1360424036048592901,1263686269764112384,829458656,1295472348527595520,3589313173,1088410173566119936,0,2215885770,1336194127059292160
1722109500,1537259108407005184,1295316106131865600,1523539973714022400,2159033714,1228679140611510272,1509029965559635968,1437901755468050438,87676936,957324664749006848,1444130500608552969,109152301,522483516,4167070153,1438467391843758088,1463897340570325009,890030459626725376,906681508458409984,1535952467581861890,1533687959916249088,134149158,38847342,2802978432,332142942,350494503,348619388,1462201507432964096,0,1510913278037622790,1525658075566264320
483855949,1418542151730798594,1296038807460917249,118777407,3099273540,976181388088049664,1413447541274734593,199143204,4364901493,1066296170,1520265381444603904,2647503979,915582245561286657,96548302,1437293888348114950,1147974305235341312,1436574085572698115,1497558795228422144,809809405340327936,1531148419972341760,3011520049,2465630208,1527535567772143616,4919790194,175405747,3424197072,1441030996380434432,0,2212186122,1457532631139352576
1379057149465128963,1299725516899926022,1297518055455510529,1125565859773042688,883072600238202880,1465654492230463490,1279939695040819200,4110464114,3321361,1145200726739582977,1399897413184221186,1040057736086446081,1248321724552081409,2182673274,1315112905260453888,1178211888670203904,1202836775187517440,83283741,1376511606415233026,1527598834389356544,436789544,1533759565975920640,1464478815473008640,1469290323772059654,1327968819130732546,215628624,1381535532019113985,0,948542667058655232,1342409673840840706
1338017868491890690,2297121415,1297903509774376961,1498591802072629249,1165327689328128000,3085577678,1529799572918538240,66110585,1237896747558436869,365446150,1523477445185536000,1415435930819653634,1081682005878689792,1516740370474094593,1331864189120364546,937185800,1448004610065514497,1537383027126710273,1358789606209032192,1531939118204063744,122872648,238146059,1468189990744371207,1387286939825414145,2880903937,3322621398,3019039548,0,1486861683922731008,1517775401799495681
1273662974373158914,1534507000272367616,1242694116388925445,1534241115255099393,1468535514039197703,722056191698796545,1342798748758339584,147209132,149400609,1473844021575688192,1486543922134679552,446760332,2399450090,1496389048566714371,2749478890,212493219,991500557444513792,2718157932,3102245078,110452589,928131146113675264,1001095635083321344,923126156630507520,1451472972225544200,1143892452308160518,41764391,1444160827515293705,0,893751227686600708,1472584303486054400
1464145614409994240,1498706827709599746,1296336359779528704,1532390805989560320,1360905291424956417,1391055225474015239,1527455346742423553,1238137090308583424,3532931892,1474734492984430600,226238732,521066597,1132168285787643904,2733424958,195744455,1028644361351790592,887162518266826752,1480186743693639680,1094386364965998592,1233776256950292480,751602412977135618,470752865,1532654147056463872,1173472701320613888,1304871801818759168,2833428445,1171099381585440768,0,1500216403105923072,1476611436193673216
64187628,1527762694593335296,1299364806999195649,15747576,270914657,121050258,1870897819,167453548,1419814062,996928807977107456,1533759565975920640,86489927,1192721958439227392,1514396424967909380,915612023290867713,1217496668339200000,1310419569773813760,1537383220123422720,1527854626782838784,267616004,374977050,1535868036213014528,298956817,1494435421081976832,1016937563125190656,7040922,1087696069243203585,0,1349177434734673921,1526934002103631872
2382172141,114230168,1111470200153493504,1175798372709462019,1264491244903731201,811567265556484096,1471026133747777542,2749582090,1420802601092747266,44586532,946865679491198976,3244759442,1537758470694649857,10760512,1026407446628028417,59029286,1426064944575963139,843757547081232385,3254153642,484904187,160087452,415583870,882968642983309312,149405479,1256843352458190848,3630062892,3324657072,0,1440140701153447943,1524981403212865536
848451973305192449,1122541822373318656,108505619,1532553307134128129,230493583,518359032,57553400,1658785723,1016643284,957051425749544961,1534380330697867264,540040109,1018863713338548225,881120226854621185,1017358997488164864,444689470,1448594106482143232,2716725390,1267560467053993984,835788922873499648,898145456408059904,1015142142,1495052141102530566,1357535747167846400,952269440376233984,53729281,1115153687888818176,0,1418452652245934081,1050678305664294912
1438003871096315908,324668741,1300741009010167810,1534179575332499456,1325283642562633730,1362708139364114439,1325236021965979648,1135757609045073920,85551887,1437357845368872961,1026748714927382530,1429122631,910838227212189697,75876243,1251754199571853312,1250676962151948289,933615571022766081,1537369796563841027,4666017498,121406799,850195823723823104,1535857351252938756,959189954193637376,2318368607,718011042781995008,155105942,866496013288079360,0,2335234544,990036532655357952
1472916050979467265,1509874821030887424,1164563093302566912,382336750,233075387,1237560671128043520,2329495358,94564861,14170601,757383741215956993,1534068119320559616,3061929289,127794674,1509420347044806658,1197019767262998528,934549314851913730,2699598996,1482306253359824897,1082055584717844481,1198195312088608768,3192941648,1396040700181975040,1075692895401697280,1118694117075116032,1331465791833718784,485452091,190554385,0,824449572155990016,1309647237698351105
166119373,798827996383612928,1300702874695999490,371738850,210398215,985714792697544704,3469976299,1522949377224065024,1263775440906276864,1455820110120120323,799663974220300288,157281602,553311553,128472064,1142440838804336640,1029900721775243264,835926048,1537362783117123586,130062093,296603845,786817270240522240,884083057,1477276522868535296,117002160,1308638211334238209,3748017732,1509937331079626753,0,3110466284,1499132218379505664
4129563012,1537221071606513664,1115274870726619136,759682747237486592,1534512699446439938,1081805817186156545,1483450949389910017,1425677278269231114,1469348161609400321,1428822552995012608,1528444105423876099,1243710762075344896,1536889216889524224,394450710,1163241105594302464,2804030274,1434845789465899010,2932152188,1019077648654323712,1389134572290416648,1096427314135543811,1513067091007782920,1495991936150544384,1302703267823194113,1324707539657715713,1652042894,1375806570777337857,0,1510487796653621250,1523856569276186625
739332607683354625,1362665383279226882,240094534,1448279445907804165,1070571976547164160,1469320254870405130,1487420030568439813,1208698809380786177,822475298654429185,154918132,966113030772744192,2907633259,179584677,1393355311,1394274984571244549,1463070505624387586,1476402825617809410,894594809993637888,1160873788554088448,1361866872644268032,101086252,1486901028809482240,1516510349411119105,1503977120619724800,3314122110,3035429029,1338530132965748736,0,519317089,1119027811342114816
1216530776369463296,1532526336476344320,1300024779022368770,1534196452289052672,1074202654828417025,96870408,1529749229966864387,1522935984249221120,2226417462,3120602773,736532147620569088,993660850115301376,2951768772,932731722,1063187316,1351083234826866688,1282383641310449664,1249663707241578496,2876894677,1318008006160756736,3074601174,1155435217173135360,438318641,1172054417962483718,1296275861105074176,241146063,895303949514809346,0,893367224957665281,1273429662236938241
1357498276488966146,1537237872641966081,1296317372844748801,1307285781023653889,118350903,1803217813,1364101978486304768,878618703801196545,1123182551793750016,1535241482650923008,1407367844,242299052,1098412875587059713,186456068,1410711414390415362,1513522857011478529,850540887105036288,2892642157,182372621,86020348,1003149411667472385,1519174123544801280,1291790209634377728,1349603385507418113,2874305653,2733852176,1433733793446187010,0,1163473486477529088,1525531246830333952
1520639646023434240,355397730,1298931330164523009,1424655716162310145,916131300,126522885,2537405770,1422779721083916290,1049278458151333888,1410100563925037059,1530620618026385408,91431511,812535627665129472,913858893679230976,109146393,2327230802,337048084,770950742437834752,1128938964209901569,1451942319230390278,229344625,1403704762126585856,1458087308977127425,1246732709801558018,943424013619011584,2596002840,1244637979693289472,0,1141067599414878208,1105073076423671808
110163605,4285205594,1297356822072840193,1534183822698221569,3035092051,1456127910369103879,1444771322416885762,1504014486986182656,125272242,1439861366286733321,1535393716453933057,1516357337551806467,450257314,884012584420102144,534703090,1441662360649801729,1371151555336966145,724549803233800192,1488062620905385990,1428341408792858630,1214193462926397440,2479963178,1455714492478750721,121940300,1325645211662393345,82026004,1220530379586600961,0,302946320,2572815560
1334768949905395712,233455403,1298203777229447168,895176586101747714,315519164,1479807264378736641,1409436595703275521,1257148449641779202,754826683052548098,1490323859941527553,1493381171711201280,80601618,1516243311173914626,1214503171340374017,1163257152481271808,1113463999,1409317938436448258,884919728954785792,1122452112665747456,1093849403113132034,754320796802088960,701001064829485060,1308423134635319304,3013857133,797375958554710016,3535995800,1194251253032730625,0,1407197232416268289,167013797
1214558796766314499,2331124159,1297029849136033793,878915351278374912,1183402447215005696,1215653018386829312,1528876136704675841,1225890583534694400,1486295900029067265,1095017430940712960,1346583133236334593,231056458,1332871510831161346,726743658397995008,3230032027,1416957158273425409,1363477596327960576,353482829,1492850180911415297,472874182,269092559,998350176,1534495732589527040,3123936616,105655043,3843785473,908471937747132416,0,1409108217670471680,1526760171221192704
1249599004075147264,1398807885337878530,1297030582703030274,767220202387812352,2357236964,1471370713861083140,1405088484864368640,969909663016693760,1321829982188888064,1131360232515416064,1249528095922483200,1169932706857115648,1538145756225630208,1256958958893400072,1331049971244699650,1496724252598628353,18930693,3166095942,1385603104431767554,1226723788064096256,1113814527898861568,1504435987304562690,1445352313040748549,789424253670043648,1331049870455541760,3835551492,56835433,0,1503366204601237504,1306300225519116288
220918811,1369163650171240448,1296635714612809729,1396726424396984322,1534507733520511009,1156823683169574912,1529719548152193025,597037593,1313650012065206272,989430689425604609,1472434959998947328,232645483,145969990,149539467,371161010,1490957802747351047,1321989789734744064,1535471547799916544,245405687,159796354,892571974525788160,1084655503706185728,1492534176192819202,1193474535175049216,1327972734140203010,593448680,1521266959052341248,0,1502501124116402176,1524369586715385856
3301405072,98018164,1244866254881435649,1472867509074542592,1534511215338135552,1393552388800139264,1314210433356554249,1449119534355402754,2586818533,998516239977738240,1253875147305414656,3315599413,1442572429327409154,1261979287667666945,359660342,1510141625221419016,1419696089108652032,1508344003996971010,1505442355880419328,51956089,845904372076703744,1182918231821938690,1534025060,1361110102262968321,1328532871477293056,158265940,1387775584223305732,0,1315939128282816513,1525295451205148673
3038783268,1531808953901850624,1296392274218106881,1273190128165371905,935902433015775232,1158281005490249728,1258248546928652289,5541102,1490219307447447554,135931749,1518776956170358785,1308034564443439104,1496763172765958150,715372554706259968,775166796,1251797884950867968,1327435633405530112,1516000216234688513,1249975419744301057,109734866,386884450,1532617184090128385,1533084873912528896,217611031,1331220308619980800,2765162141,906210233311084550,0,1321843480734232578,1521708033738350592
143263496,1536985187711856640,1286963878476185601,1534160046816260096,107919236,1112686759,1328983761401245696,23414032,39222287,2582431800,1535024039487369216,54246189,1396296160109752324,965529711450476544,964717554684997632,1489410947542249472,1224312532753477633,1454930613413171204,1497825165601738752,1432605889093984259,927447902447812608,2680952143,1139008028844253184,1305010516113256449,824624857128185856,2881737576,126525734,0,232164944,1473450883191312384
1483437729727741960,1068070735791370240,885037990699028481,1046795173139644416,1346332305879568384,1294612811524354049,1428271259389935618,40617819,226627669,2164519140,1432131721441382405,190916522,3185372905,1315272069412646915,841891068337627142,240132173,1346822262771437568,1454980378351988741,1506776214068875267,1280612503391571968,628531805,414649446,1531703862792712192,1316389236434628609,985688584131760132,318188541,3755982974,0,852336264,1383410528060526595
871380350961729539,1176746558517207041,1295984003426603008,1534176289942228998,835603801,1348174091623092225,1484161487153164291,1522905154630164483,1097408948573941760,1523161912011530240,913916911364145153,83590364,1421797725981401088,1211478238909698048,723858307346141188,1161303858833833989,1089629393930973184,1537314119006621697,100470401,1529045997187473408,301907277,8135662,1531701334881501184,1025063170824531969,909602794650267649,3181486033,1500046891341418504,0,1358329140206702595,847649230374043656
1101885012578775040,1439743611856293890,1295661674817400838,1522492808,179333881,885715547303825408,815268811,115853603,535569015,151636781,1333525100545511424,335262501,1419109633776488453,1396129908145868803,1027798264035270656,960473437901762560,1286360103235407872,1335126962516344832,1522836047541026816,722706488372961280,810355128,708470173351563264,1534639163878027264,1515273015738925067,1304168514731667456,3336759253,1107021416421945344,0,1155427491231617025,1525482441422835712
1476356419025010689,1260502565466173440,1286157350571655173,2430137041,1254349147303370753,1029912765446537217,1529679482889506817,1332998502,742198387513036800,1305684320946847744,1446684665851506691,1423901222038237184,1391362808567136257,54423587,1225892842767179776,1314681743765512192,1474583904141320193,1422031274357628937,426493821,1533247386268872705,294535683,816141330040516608,1506871700709068800,1259981231816503296,1236292964705423362,107216055,920520230941708288,0,1480426730007711744,1460572365499564036
1234412915878268928,1373771747682480129,1295377823943675905,1534164321613123585,1372422321479118855,354785173,1507207123536515076,720485964288815104,729424669049131008,1532128684735287296,1134976261401374720,1082134765594013696,1538152665980731393,108708879,1388034032798113792,110985919,1303559941404282880,1537159691041910784,2952781722,4228145534,82788087,59561599,1465829602593579011,1526833384752029696,777858124937953280,133290257,1160578449276198912,0,1222902256606928896,1524771805457641477
1113681211883266053,1458272331449925632,1268160552095805449,1534168733043675136,474919139,1381112588956696577,1498175486094381058,1508991389572661251,3250145802,1395953833080025089,779276872580407296,787193613696372736,209642579,1461916045308952584,1033285713750450177,1479355322632667136,383227977,1527792305234939904,155402033,1404249497270583297,40700529,1329702245479243776,1389148900422938625,1067970146952597506,703077414,3067013065,954517962416799744,0,1261244590981439488,1498849106390749184
1490541504305442818,1182862255139897345,1294458900809302017,1423516369568497665,1974862796,1441652091454320643,1529675325734412288,1522904127910682626,992945189487394817,1534169720353595392,1462786747239215110,868312636596699136,2514309402,328105032,958509009002102785,2914693538,1398660360220016649,1534049784243232768,1442396935864782849,2934318271,860826618389864448,1520862370674855936,1477118002319749120,4056129811,1254585803646238721,129222176,1523663142504771585,0,148340872,1250316476046692354
1393379414004494346,1526454152225648641,1266867418845986816,1534165265159553024,115419354,1168566996578947072,1199939886737850368,95308756,349046098,488129895,1031887994,267567474,447075712,797448411314126848,113644856,928844146739093504,1421064744056754181,1353001620846514176,1270291911325020161,1421032264217989120,1037570399481946113,1374946166777864194,79009314,1474621580546539522,1324256834929094661,3065275537,1300173282537168896,0,1418605361095872528,1526077389985308672
1512681743492390919,1476046500216336384,1238620187709988865,1534169224796549121,1128996996440715264,1306553882353364992,1529476697073979392,1217764753348517891,1064546374782345216,1526480127659757569,1149983696620937216,1082146292082462720,132215611,934764764500189185,1357704125257973768,597923338,360071070,416239451,1532281023417192449,58728675,1962006120,1535573515856138240,1532821987596259329,462973975,1127489963522551808,112373024,3546753793,0,73640099,1360494604441636864
342724963,1076306376270348288,1276998792324149249,526425890,4123995979,182194114,1281416898173759489,758815161658384384,364331670,1521450485722783745,1522064859768434688,54858880,1538098359260483584,1262573324858609664,4661799506,1497550593203720197,951095887320596480,1471441534964809728,1510562721913212936,517686825,1220949216043794433,718267322,365021741,1353620151917113344,464708770,101935387,4442046199,0,1369650679615082497,1345698018960441345
1397910814493917184,1327612481288605701,1293936576830021632,461119604,1519963299621662720,839473231136317441,1256458272820748289,1464232856671031297,203481471,2603285724,131024182,2198531714,1537977642900549634,716219407760891904,159825173,1462815826235387904,1365093415822577664,934598492885999616,927419813533687808,1458300042973159424,267706965,1277969591122096140,1263769663009251329,1057588717588635648,1301022561724112896,2374598748,81537960,0,736940436984467456,1174229125420277761
2412131330,1517886500209192960,1290276396753813504,1495314753459482626,1227099237986357250,501293637,1529425377696698368,1514596396644503555,1414724918638374918,1007997530699808768,545974922,1363815038562099201,1538282777615151104,3062110075,1243824773316124672,1460406027577618432,582408160,1537003466572578817,2380725392,3759700872,2963908343,1468347338397990914,913772030767513601,1470654046612918277,1325393663556374529,268066600,1268027710611152897,0,1482946461537284097,1413388018275086336
2384827938,814348004228558848,1286250926253043712,1534159625704321024,1136303546469453826,1363672654079692804,1443840464390553600,1478261706950610945,1489900690843451393,1137287282392686592,94204138,882573467953922049,2497339596,104787613,384230172,1385110014713466881,1456950430152667141,1537297850371284992,1523220190045310976,243197598,574944283,115881542,1291541044991991808,1463237448666812421,1329467418486263811,497829178,718133158588207104,0,1288829517499215872,1526555624665907206
1510105784889196549,1137620224826413062,1267463284669571072,1534157435015151616,1534497560173289475,1188839463440355328,1528945477047431171,1248259720772644864,1348640559464906754,1226347405093699584,1144102953181011970,3977759174,1535064521030926336,1136436685,3139738784,3328048586,715766885866979333,1537290005810253824,118147859,1242643223916343296,948815334965878789,235198288,1526568929799598081,1357522292574728192,1325981325610774528,244453145,1453885693009154050,0,1142042314161790977,1162624219911340033
1279790092123439105,366393040,1196318556192821248,1444122438397161482,1360401968007585793,558565748,1525825100918161408,557848836,1958453611,1525387988666003456,1533422146160295936,217561847,1537332916157829120,1483509285699342337,128149218,232470604,1441536876729364481,1184872485797281792,1454683266238193665,55571471,1160897409980833795,1513438300081557509,2550442849,1260746552,77455646,2998792922,1038311446654869505,0,60262357,1499022471391215624
236190229,1512051380801794054,1201047336312401920,148170211,1318867600957337602,3815456053,1160443161103106048,275349314,1468469406561112064,256410654,1529044271567085568,1240449960224518144,1389547420904681472,1454592885693693957,761245849,1239937016776753153,801446769817108480,1255857681845215233,111578845,1453249974,932164866864848896,1055831128714563584,1438447402952781825,1091314566317785088,4500795552,433399146,1378669066181693442,0,772337756932485120,1526721998990323712
819546386886557697,1537171281879048195,1258384024801669120,1532337430140887040,244469062,1076079331430940677,1424589218756632578,1522874898116317184,1056411945878806533,1101714084259495936,2186138214,907910804929781761,1538284945575399424,1488697243813429252,1427940381686001666,636656284,883184688679886848,2996540232,1326618483400953856,1435610535194619905,53027952,3578936660,1481240003544219651,1219250122384498694,1328981241874419712,1197174978,1203298195314339840,0,1200048956014678019,193962182
96222058,830595598176825344,1125999885201825792,1503418559111696388,4787501432,1244974993055707136,964290328499924992,146306815,352948075,3261866162,897708719898849283,1428335250346713095,862442544,772344851262087169,1142090370328645632,1485783265529458690,175433107,1484051308453986307,1434127364938551297,193149230,875393476325658624,2937083995,1487773878076452866,102437103,1320519491713781760,2858306833,1242308750343471105,0,94258462,1488227284549246976
1531132135922610176,1537081077499432960,1283193100538503168,1205087696441339904,1193475429664821248,904899144371732480,1114464547891322881,722771220345655297,776065424102453248,1534196931630493696,797585684450000896,62224327,1530304157738971137,1505635779045105664,117618527,3838178592,1287059556200329216,136278343,121950802,113278093,953664873702965248,1258007829325033472,1455906852139528204,1491313645242187778,850884473549840384,828201571,369250328,0,1289714538581909505,15026550
1147033685096464384,4695748795,1274669522503348225,193488657,1403265579767660548,3097153502,1496100355708317696,74102377,1464131814,1535189085362343936,1161071833606578177,1061277581079539712,1374177669789544451,59416905,1432933330870177792,244965067,1420937634302492674,114254401,1399557092738953216,1501983354132267010,92757428,1466911170259197955,3255695600,1517007618732326912,913792710061854720,3735113472,1383326263146729472,0,1410193206830981124,1524903698001821696
4415454734,933981254935908352,1257044725451767808,1534118994244169728,1422163193963573252,233528049,1308187275839168513,154802590,2669223265,1381860282243289088,1433998155054419968,118017211,795232317769797634,1239516773856116736,1112018123933155330,822555776787083265,1441430720728092673,1439449412699242499,1300698976702799874,264809362,937827184156205056,910541471400341504,1401345130976612352,1526886573857718273,230610694,2831263004,1083336236532609024,0,2429501252,126827029
955409943594549248,1520571352045993986,1245996363160027138,1436318892251484170,1036437235820769280,152334231,1529623618493108225,1569349166,1368139715300319239,162695394,936172758551031808,1430475878274715658,912645852920811520,548196499,3248050639,137274201,1366289735820267520,2667819122,514352739,1533570764133105664,219304663,2666040698,1216348703851630592,1526131238989287424,1319025874469941248,245738210,140123935,0,81328093,352306195
820964990622408705,1368875886397718531,1237667813348618240,64391642,111597584,2736080857,237766818,204654770,14421696,134539476,914742943398768640,1078608601306939392,269190633,1400805990132457476,2993705982,1154779109320380418,1465327466822914048,1504347476350103553,949280927741440000,1265608260830154752,172582869,1116869861869621248,1532017715221000192,1526866870237683713,1328501150203539456,94473583,2786504460,0,1510405399328935938,1501559260253093889
1324315560,1037488284887183360,1199356565339246593,1501817959911915524,1350716788384825344,220185547,1414602520664494082,732181230976782336,1380674642227068928,1524984018676379648,1504766923761881089,817263787006795777,2335209714,1266947112505204736,1036549758536445958,884043183532810240,1427825214365134849,1537272122938359808,1439479058320953352,1157544363477499905,2422211485,1023561557353979904,1429234413557063680,1044711534612557824,1285687125992550400,1358591167,159410453,0,1116875401924468736,835803525644865536
1393807777714229255,1514749258561638401,1226266296951562240,716631734,897695852596166657,1348160571988865025,310228726,3063326436,868217814,1276456977237864448,1535295002107994117,143336215,1529792988066750464,1506636998320164867,1035332000486285313,1476574693239169025,1473638596448038913,867032393315524608,1427977245792956419,87979936,41752242,1126140342313447424,1226547208054403072,1445654805200850948,839067008,254348845,111871893,0,154738989,1525658299659452417
896207094818394113,1537117087495499776,773780600109031424,1534144242876297216,1532282756356460544,1473839359225114632,1035776635738284033,1181218164236881922,992015926957457415,766523033238380544,1494711050645692417,916529200219152385,165174115,1428719273329926145,1347398997527326720,3183366870,1050101257522667520,1509874032702681090,591917303,4527512232,1200127136050270208,1218688048713494531,1529581293939589120,1526867909603389441,1206235854496092166,3253360680,1140283427733721088,0,1259421172552200192,1505961776516825089
2804818573,265267124,770499204947009536,1512453838288023553,1287033517033918464,884360710779658240,1527584667452309504,67234090,69928134,1529351263552688128,1174896244361052160,721686610085982208,773889435196874752,841320738304868352,1213008930919481344,2451521166,1457122465013178368,1048944958227398661,1475117455425302528,1501017596325658624,106389371,1248901663005392897,1534169622550675456,971157889,1326305809509224448,458042876,1495729361688817667,0,1200199584137408512,1394830464347561988
1426434023669207043,1515459589201817603,1272871332741476354,1512686943301402624,102591596,1132480985151369217,1215912769783885825,923323057,1243196799382421504,1380964945056120839,1533545022024749056,114093259,270749439,1237380112154161157,1265481660721594368,1038390668563894273,828145618006597632,747919627380875264,1431200623232528391,2169703868,1031473532608245761,1462594556122198021,1457134956464189440,1043430350381182976,1328087811971420161,2789393438,3025409383,0,747657242917343233,1509976653505888256
1530950912986185728,1446129549561896960,1259825262356766720,99667168,293906983,988754919392882688,1057469355531718656,2940828920,1489145640282394626,1480437522522320898,1534958616263815168,402670722,865163760167641089,111569948,1014019197024722944,1340046743556091904,1457225953227476992,1385444276876632067,1529774589290881024,1084058415708553216,618024457,1406773078953054211,1960768812,530991288,1174682050990940160,176326110,992044951012655105,0,2423365579,1481933636391690241
1530859671074242561,1361967364158332929,1237327725263650818,1530322944748318720,1524058541388361728,1121465493225820162,4077873612,746240056231239680,1489508807416094723,1534627172224466944,2878869900,1226505791974211584,812744737,61648871,1005738802059440128,1474575044089348102,1400105548276649984,540931373,199386746,964404224208457728,1091646011045335042,1530089628581380096,1206196312187625478,3660776778,1217239782507433984,173121259,1095151238771953665,0,142256564,1526218494924075008
1459023616608141314,1536700917223161856,1009796719331065856,770248836132417536,265256229,1320060207473414144,892153988,1907796314,999273566800498689,1174867426808225792,1475665951328989192,251744134,1503927844195684352,2243742420,1313886767095836672,1194226410929262594,1086959608134955009,1390020114620157952,1185079936832299008,1024044665681600512,1074919735001661440,1531148745995218945,1050593285763293186,799548109688868864,44121399,130154117,1137239998908919808,0,1509399884881068035,872468479210700800
68548879,2601013164,1254413518704537605,1534134527106613249,330657361,3238943461,1517268670095163392,1504112673818312704,1458390154323062784,961776362301173762,1430349512439001093,372584191,1459993543800688640,1513727334352035840,3279357085,266487434,1144261784083345409,1537270583809175552,225231224,1097805844052201472,107742187,1330544738890633221,1495007201903071235,1358982598811295752,946753360404742144,139720890,797710399902625792,0,1354731679806410753,1500850958695563264
3292476942,1442523367316148229,1229403286505017345,1526345125839835136,918607025499643904,703312759,1504055317973274629,795081914122014720,117089824,1358349158986338305,3269549252,1401166792937021444,1227138503617593346,375662182,850295346118836224,1498790863086010372,292419132,1523505972328923136,1535896066951745537,97426650,791767073169010689,1519203926779772928,503924358,886506284505104385,1303950756504952832,221421867,917262580556509184,0,1503698882244808705,1436726994948038658
1531020458543714305,1267704953490964481,1109054119090675712,1534110443031392257,1181548250,1440129334803533828,759334639,860869246405849091,128084337,715978950837579776,902732723739025408,59682615,2405225136,1195116428770316288,1948784382,886374618058997760,743808808120549378,269292339,1163294777435013121,1533082504001110016,1230786830112448512,773792732,1534506753580097536,954012473870307329,924448002546180096,2741641988,1427579504852029442,0,327141799,1472392055708340224
1300090537106571265,1537040040894689280,1234815171731705856,1182819722544336896,1453228579580428297,1396319948260012032,1510146631332732928,495520439,1191672244830760960,1535145950871572480,951809819203182593,1442073234992627714,1440449687840985094,869361498006601729,192567480,868500680830443520,1344930944684199937,1524333408473985025,1530039724764762123,1382775055206162434,1206960536312659968,47909511,1529466319606644738,130830904,1281569863698284546,551741984,724633006585958400,0,1480764884103340035,1363813026739015684
1015446206019874816,1434511869570519043,1262752982841491456,1912102784,1244989045593092098,718016548678426624,1529184568653545472,253500565,1488870056582778880,1206941486983593984,1380370385217093633,1506215104706396160,805793178,1257959393905176576,3271274118,1515969388213866496,1418116604236161025,1489662237606576128,1041628528976945152,916323541,227923699,71020188,1534504972964208640,92464422,1327387324607385601,892481298,389318925,0,1133004938005532672,1496080408102195202
1462742200270442499,1366016536050196480,1258865911785590785,1151567571348410368,227352814,1444967670843994117,1528352469008490496,1522603700358762496,1450411126609514505,1451514959049859076,1398779636,1048997795263209472,535645933,3025996357,1310368201746735105,211016443,1391165898090635264,1329426874150227974,1531653540481216512,97389570,1229666917490671616,1531898948755275777,87215687,1489410750779379713,1327317467803262981,152509962,761180800670834689,0,1239425840036761600,1252618203848568833
1530985210845614080,1533394903203565568,1258780076272873477,1315208878989045763,891623328099704832,307853188,2274370344,1522531754430541824,65008651,1534169622550675456,272719994,83040704,133951967,220982639,142509251,128158924,897313202601476096,1537256618328330240,475992241,1475516331902763008,128822427,1534745197535301632,924323508959698944,1464744144547495948,726520080293457920,298941239,1486346714650857476,0,1487850619,1116148434539401217
723693728469143552,1031165379735744514,888916295831269376,1532920530193375233,1528192529505845248,1477204127109513216,2445342938,266947944,119218731,1487309311760306177,826724676290256897,236423259,2731392530,154588777,1351009122179801090,1451171699345408000,1216930871929786371,1056939435697233920,1295912964860473344,1533255364183228416,6253462,361206889,635298929,1448301844648771586,875978828522205184,18306427,383169040,0,1222349755440758784,1526403760674963456
1290500615961903106,117988062,1260621712514637824,1475408416567074817,873517704962899968,1424037552986615816,1075070990793625600,3001617002,822332759330803712,78535667,1009821185318662144,1189629396228820997,1485550461054701568,1018759573379796997,1228550976761548800,2932171098,219934876,1321723445323812864,1535630642557636608,739460752986148864,136869682,310884122,1534483716847783936,1519512042956156929,1321723368723247104,105588339,1123610712796884992,0,1500667371643498496,1522502317882617856
3526434253,1381091132466098180,1261266489555816448,1534114743719706624,1508019654039531527,1338409298263588869,1447026540806500359,1403604946411532290,103271081,2913698372,1535272727174533120,718979895905259520,425867706,19116619,1149521359547990016,4688557423,1432582959932997635,1534507986810707968,143426495,825908957654900736,1060829517197959168,281129222,1533991461943115776,305735622,1326523194690265090,126925774,857225308948189185,0,1490877007869009922,1272509919573336064
