1,6
2,4
3,5
4,4
5,6
6,5
7,4
8,6
9,6
10,5
11,4
12,6
13,4
14,6
15,5
16,5
17,6
18,4
19,4
20,6
21,6
22,5
23,4
24,5
25,5
26,6
27,5
28,6
29,5
30,4
